Store,Period,Forecast Type,Feature,Feature Value,SHAP Value,Readable Feature,Effect
419,2015-06-01,Monthly,SchoolHolidayDays,0.0,390.2088,school holiday period,Increases prediction
419,2015-06-01,Monthly,WeekendDays,4.0,6.2144,weekend days,Increases prediction
419,2015-06-01,Monthly,MonthStartDays,1.0,250.8792,month-start timing,Increases prediction
419,2015-06-01,Monthly,MonthEndDays,1.0,187.5557,month-end timing,Increases prediction
419,2015-06-01,Monthly,StateHolidayDays,26.0,-73.9595,state holiday period,Decreases prediction
419,2015-06-01,Monthly,Year,2015.0,0.0,calendar year,No effect
419,2015-06-01,Monthly,Month,6.0,-444.8498,month of year,Decreases prediction
419,2015-06-01,Monthly,Quarter,2.0,10.627,quarter of year,Increases prediction
419,2015-06-01,Monthly,CompetitionDistance,1620.0,-24.2544,distance to nearest competitor,Decreases prediction
419,2015-06-01,Monthly,CompetitionOpenKnown,1.0,-0.0413,competition opening date availability,Decreases prediction
419,2015-06-01,Monthly,CompetitionOpenSinceMonth,9.0,-20.2847,CompetitionOpenSinceMonth,Decreases prediction
419,2015-06-01,Monthly,CompetitionOpenSinceYear,2009.0,238.433,CompetitionOpenSinceYear,Increases prediction
419,2015-06-01,Monthly,Promo2,0.0,0.9148,long-term promotion participation,Increases prediction
419,2015-06-01,Monthly,Promo2SinceWeek,0.0,15.2926,Promo2SinceWeek,Increases prediction
419,2015-06-01,Monthly,Promo2SinceYear,0.0,-84.5053,Promo2SinceYear,Decreases prediction
419,2015-06-01,Monthly,TimeIndex,30.0,1245.213,time progression,Increases prediction
419,2015-06-01,Monthly,sales_lag_1,132689.0,-6003.307,previous period sales,Decreases prediction
419,2015-06-01,Monthly,sales_lag_2,141588.0,-63.3546,sales two periods ago,Decreases prediction
419,2015-06-01,Monthly,sales_lag_3,138123.0,-129.3299,sales three months ago,Decreases prediction
419,2015-06-01,Monthly,sales_lag_12,132325.0,-15928.419,sales twelve months ago,Decreases prediction
419,2015-06-01,Monthly,rolling_mean_3,137466.6667,-202.2078,recent 3-month average sales,Decreases prediction
419,2015-06-01,Monthly,rolling_std_3,4485.6583,73.2529,recent 3-month sales variability,Increases prediction
419,2015-06-01,Monthly,rolling_mean_6,139829.3333,-742.7932,recent 6-month average sales,Decreases prediction
419,2015-06-01,Monthly,rolling_std_6,13568.7131,120.4934,recent 6-month sales variability,Increases prediction
419,2015-06-01,Monthly,EMA_3,135788.9495,-8524.662,recent 3-month weighted sales trend,Decreases prediction
419,2015-06-01,Monthly,EMA_6,136691.1268,-9034.101,recent 6-month weighted sales trend,Decreases prediction
419,2015-06-01,Monthly,periods_since_last_promo,0.0,0.0,time since previous promotion,No effect
419,2015-06-01,Monthly,StoreType_a,0.0,78.0514,StoreType_a,Increases prediction
419,2015-06-01,Monthly,StoreType_b,0.0,-1.2138,StoreType_b,Decreases prediction
419,2015-06-01,Monthly,StoreType_c,1.0,18.902,StoreType_c,Increases prediction
419,2015-06-01,Monthly,StoreType_d,0.0,-52.0447,StoreType_d,Decreases prediction
419,2015-06-01,Monthly,Assortment_a,1.0,-358.9488,Assortment_a,Decreases prediction
419,2015-06-01,Monthly,Assortment_b,0.0,-10.9427,Assortment_b,Decreases prediction
419,2015-06-01,Monthly,Assortment_c,0.0,-62.1376,Assortment_c,Decreases prediction
419,2015-06-01,Monthly,"PromoInterval_Feb,May,Aug,Nov",0.0,0.7667,"PromoInterval_Feb,May,Aug,Nov",Increases prediction
419,2015-06-01,Monthly,"PromoInterval_Jan,Apr,Jul,Oct",0.0,-2.6003,"PromoInterval_Jan,Apr,Jul,Oct",Decreases prediction
419,2015-06-01,Monthly,"PromoInterval_Mar,Jun,Sept,Dec",0.0,-2.5914,"PromoInterval_Mar,Jun,Sept,Dec",Decreases prediction
419,2015-06-01,Monthly,PromoInterval_none,1.0,0.0,PromoInterval_none,No effect
419,2015-07-01,Monthly,Store,419.0,-20.8553,Store,Decreases prediction
419,2015-07-01,Monthly,OpenDays,27.0,2258.534,number of open days,Increases prediction
419,2015-07-01,Monthly,PromoDays,13.0,1910.5035,promotion activity,Increases prediction
419,2015-07-01,Monthly,SchoolHolidayDays,12.0,-225.7764,school holiday period,Decreases prediction
419,2015-07-01,Monthly,WeekendDays,4.0,351.4528,weekend days,Increases prediction
419,2015-07-01,Monthly,MonthStartDays,1.0,207.227,month-start timing,Increases prediction
419,2015-07-01,Monthly,MonthEndDays,1.0,123.3788,month-end timing,Increases prediction
419,2015-07-01,Monthly,StateHolidayDays,27.0,746.6942,state holiday period,Increases prediction
419,2015-07-01,Monthly,Year,2015.0,0.0,calendar year,No effect
419,2015-07-01,Monthly,Month,7.0,-313.2209,month of year,Decreases prediction
419,2015-07-01,Monthly,Quarter,3.0,28.1381,quarter of year,Increases prediction
419,2015-07-01,Monthly,CompetitionDistance,1620.0,-35.9539,distance to nearest competitor,Decreases prediction
419,2015-07-01,Monthly,CompetitionOpenKnown,1.0,-0.0413,competition opening date availability,Decreases prediction
419,2015-07-01,Monthly,CompetitionOpenSinceMonth,9.0,-4.0169,CompetitionOpenSinceMonth,Decreases prediction
419,2015-07-01,Monthly,CompetitionOpenSinceYear,2009.0,215.6862,CompetitionOpenSinceYear,Increases prediction
419,2015-07-01,Monthly,Promo2,0.0,1.1528,long-term promotion participation,Increases prediction
419,2015-07-01,Monthly,Promo2SinceWeek,0.0,14.7146,Promo2SinceWeek,Increases prediction
419,2015-07-01,Monthly,Promo2SinceYear,0.0,-75.925,Promo2SinceYear,Decreases prediction
419,2015-07-01,Monthly,TimeIndex,31.0,907.439,time progression,Increases prediction
419,2015-07-01,Monthly,sales_lag_1,143690.0,-4235.567,previous period sales,Decreases prediction
419,2015-07-01,Monthly,sales_lag_2,132689.0,-217.5146,sales two periods ago,Decreases prediction
419,2015-07-01,Monthly,sales_lag_3,141588.0,-162.3946,sales three months ago,Decreases prediction
419,2015-07-01,Monthly,sales_lag_12,131731.0,-15262.611,sales twelve months ago,Decreases prediction
419,2015-07-01,Monthly,rolling_mean_3,139322.3333,-11.923,recent 3-month average sales,Decreases prediction
419,2015-07-01,Monthly,rolling_std_3,5839.9858,154.6884,recent 3-month sales variability,Increases prediction
419,2015-07-01,Monthly,rolling_mean_6,136298.6667,-979.8159,recent 6-month average sales,Decreases prediction
419,2015-07-01,Monthly,rolling_std_6,6832.6518,-2.7449,recent 6-month sales variability,Decreases prediction
419,2015-07-01,Monthly,EMA_3,139739.4748,-7232.99,recent 3-month weighted sales trend,Decreases prediction
419,2015-07-01,Monthly,EMA_6,138690.8049,-8374.248,recent 6-month weighted sales trend,Decreases prediction
419,2015-07-01,Monthly,periods_since_last_promo,0.0,0.0,time since previous promotion,No effect
419,2015-07-01,Monthly,StoreType_a,0.0,66.4926,StoreType_a,Increases prediction
419,2015-07-01,Monthly,StoreType_b,0.0,-8.196,StoreType_b,Decreases prediction
419,2015-07-01,Monthly,StoreType_c,1.0,89.3955,StoreType_c,Increases prediction
419,2015-07-01,Monthly,StoreType_d,0.0,-72.0471,StoreType_d,Decreases prediction
419,2015-07-01,Monthly,Assortment_a,1.0,-439.965,Assortment_a,Decreases prediction
419,2015-07-01,Monthly,Assortment_b,0.0,-12.5949,Assortment_b,Decreases prediction
419,2015-07-01,Monthly,Assortment_c,0.0,1.9691,Assortment_c,Increases prediction
419,2015-07-01,Monthly,"PromoInterval_Feb,May,Aug,Nov",0.0,-0.5902,"PromoInterval_Feb,May,Aug,Nov",Decreases prediction
419,2015-07-01,Monthly,"PromoInterval_Jan,Apr,Jul,Oct",0.0,31.7321,"PromoInterval_Jan,Apr,Jul,Oct",Increases prediction
419,2015-07-01,Monthly,"PromoInterval_Mar,Jun,Sept,Dec",0.0,-3.1973,"PromoInterval_Mar,Jun,Sept,Dec",Decreases prediction
419,2015-07-01,Monthly,PromoInterval_none,1.0,0.0,PromoInterval_none,No effect
420,2015-05-01,Monthly,Store,420.0,-22.5074,Store,Decreases prediction
420,2015-05-01,Monthly,OpenDays,23.0,-661.4466,number of open days,Decreases prediction
420,2015-05-01,Monthly,PromoDays,10.0,-1495.9384,promotion activity,Decreases prediction
420,2015-05-01,Monthly,SchoolHolidayDays,4.0,307.8674,school holiday period,Increases prediction
420,2015-05-01,Monthly,WeekendDays,5.0,94.5589,weekend days,Increases prediction
420,2015-05-01,Monthly,MonthStartDays,0.0,-484.3372,month-start timing,Decreases prediction
420,2015-05-01,Monthly,MonthEndDays,0.0,-491.6215,month-end timing,Decreases prediction
420,2015-05-01,Monthly,StateHolidayDays,23.0,-82.7548,state holiday period,Decreases prediction
420,2015-05-01,Monthly,Year,2015.0,0.0,calendar year,No effect
420,2015-05-01,Monthly,Month,5.0,-128.492,month of year,Decreases prediction
420,2015-05-01,Monthly,Quarter,2.0,38.0377,quarter of year,Increases prediction
420,2015-05-01,Monthly,CompetitionDistance,250.0,-56.0302,distance to nearest competitor,Decreases prediction
420,2015-05-01,Monthly,CompetitionOpenKnown,0.0,-0.6519,competition opening date availability,Decreases prediction
420,2015-05-01,Monthly,CompetitionOpenSinceMonth,0.0,28.4018,CompetitionOpenSinceMonth,Increases prediction
420,2015-05-01,Monthly,CompetitionOpenSinceYear,0.0,328.6059,CompetitionOpenSinceYear,Increases prediction
420,2015-05-01,Monthly,Promo2,1.0,-2.8773,long-term promotion participation,Decreases prediction
420,2015-05-01,Monthly,Promo2SinceWeek,27.0,-21.6733,Promo2SinceWeek,Decreases prediction
420,2015-05-01,Monthly,Promo2SinceYear,2012.0,321.5768,Promo2SinceYear,Increases prediction
420,2015-05-01,Monthly,TimeIndex,23.0,472.1027,time progression,Increases prediction
420,2015-05-01,Monthly,sales_lag_1,124457.0,-6787.3135,previous period sales,Decreases prediction
420,2015-05-01,Monthly,sales_lag_2,128911.0,-241.782,sales two periods ago,Decreases prediction
420,2015-05-01,Monthly,sales_lag_3,107243.0,-1007.4295,sales three months ago,Decreases prediction
420,2015-05-01,Monthly,sales_lag_12,112441.0,-19705.125,sales twelve months ago,Decreases prediction
420,2015-05-01,Monthly,rolling_mean_3,120203.6667,-1258.4885,recent 3-month average sales,Decreases prediction
420,2015-05-01,Monthly,rolling_std_3,11443.0629,113.7866,recent 3-month sales variability,Increases prediction
420,2015-05-01,Monthly,rolling_mean_6,118534.5,-2262.9988,recent 6-month average sales,Decreases prediction
420,2015-05-01,Monthly,rolling_std_6,7720.5853,181.0728,recent 6-month sales variability,Increases prediction
420,2015-05-01,Monthly,EMA_3,122437.1748,-11301.748,recent 3-month weighted sales trend,Decreases prediction
420,2015-05-01,Monthly,EMA_6,119470.4718,-12981.669,recent 6-month weighted sales trend,Decreases prediction
420,2015-05-01,Monthly,periods_since_last_promo,0.0,0.0,time since previous promotion,No effect
420,2015-05-01,Monthly,StoreType_a,0.0,207.7256,StoreType_a,Increases prediction
420,2015-05-01,Monthly,StoreType_b,0.0,-1.4133,StoreType_b,Decreases prediction
420,2015-05-01,Monthly,StoreType_c,0.0,-0.546,StoreType_c,Decreases prediction
420,2015-05-01,Monthly,StoreType_d,1.0,230.5846,StoreType_d,Increases prediction
420,2015-05-01,Monthly,Assortment_a,0.0,636.313,Assortment_a,Increases prediction
420,2015-05-01,Monthly,Assortment_b,0.0,-11.4025,Assortment_b,Decreases prediction
420,2015-05-01,Monthly,Assortment_c,1.0,150.3724,Assortment_c,Increases prediction
420,2015-05-01,Monthly,"PromoInterval_Feb,May,Aug,Nov",0.0,-0.0232,"PromoInterval_Feb,May,Aug,Nov",Decreases prediction
420,2015-05-01,Monthly,"PromoInterval_Jan,Apr,Jul,Oct",1.0,-7.7522,"PromoInterval_Jan,Apr,Jul,Oct",Decreases prediction
420,2015-05-01,Monthly,"PromoInterval_Mar,Jun,Sept,Dec",0.0,-4.4559,"PromoInterval_Mar,Jun,Sept,Dec",Decreases prediction
420,2015-05-01,Monthly,PromoInterval_none,0.0,0.0,PromoInterval_none,No effect
420,2015-06-01,Monthly,Store,420.0,-10.4312,Store,Decreases prediction
420,2015-06-01,Monthly,OpenDays,25.0,-249.7549,number of open days,Decreases prediction
420,2015-06-01,Monthly,PromoDays,11.0,318.2146,promotion activity,Increases prediction
420,2015-06-01,Monthly,SchoolHolidayDays,4.0,356.8512,school holiday period,Increases prediction
420,2015-06-01,Monthly,WeekendDays,4.0,-35.0352,weekend days,Decreases prediction
420,2015-06-01,Monthly,MonthStartDays,1.0,269.9357,month-start timing,Increases prediction
420,2015-06-01,Monthly,MonthEndDays,1.0,101.4122,month-end timing,Increases prediction
420,2015-06-01,Monthly,StateHolidayDays,25.0,-60.9949,state holiday period,Decreases prediction
420,2015-06-01,Monthly,Year,2015.0,0.0,calendar year,No effect
420,2015-06-01,Monthly,Month,6.0,-1270.6782,month of year,Decreases prediction
420,2015-06-01,Monthly,Quarter,2.0,8.7694,quarter of year,Increases prediction
420,2015-06-01,Monthly,CompetitionDistance,250.0,-139.6201,distance to nearest competitor,Decreases prediction
420,2015-06-01,Monthly,CompetitionOpenKnown,0.0,-0.2001,competition opening date availability,Decreases prediction
420,2015-06-01,Monthly,CompetitionOpenSinceMonth,0.0,41.5409,CompetitionOpenSinceMonth,Increases prediction
420,2015-06-01,Monthly,CompetitionOpenSinceYear,0.0,331.0448,CompetitionOpenSinceYear,Increases prediction
420,2015-06-01,Monthly,Promo2,1.0,-3.4058,long-term promotion participation,Decreases prediction
420,2015-06-01,Monthly,Promo2SinceWeek,27.0,-30.1631,Promo2SinceWeek,Decreases prediction
420,2015-06-01,Monthly,Promo2SinceYear,2012.0,291.3656,Promo2SinceYear,Increases prediction
420,2015-06-01,Monthly,TimeIndex,24.0,1578.1711,time progression,Increases prediction
420,2015-06-01,Monthly,sales_lag_1,127806.0,-6701.8423,previous period sales,Decreases prediction
420,2015-06-01,Monthly,sales_lag_2,124457.0,-451.991,sales two periods ago,Decreases prediction
420,2015-06-01,Monthly,sales_lag_3,128911.0,-274.2271,sales three months ago,Decreases prediction
420,2015-06-01,Monthly,sales_lag_12,140144.0,-14425.2,sales twelve months ago,Decreases prediction
420,2015-06-01,Monthly,rolling_mean_3,127058.0,-869.7071,recent 3-month average sales,Decreases prediction
420,2015-06-01,Monthly,rolling_std_3,2319.301,27.4047,recent 3-month sales variability,Increases prediction
420,2015-06-01,Monthly,rolling_mean_6,120045.6667,-1734.8918,recent 6-month average sales,Decreases prediction
420,2015-06-01,Monthly,rolling_std_6,8605.2813,109.9048,recent 6-month sales variability,Increases prediction
420,2015-06-01,Monthly,EMA_3,125121.5874,-10530.6455,recent 3-month weighted sales trend,Decreases prediction
420,2015-06-01,Monthly,EMA_6,121852.0513,-11792.807,recent 6-month weighted sales trend,Decreases prediction
420,2015-06-01,Monthly,periods_since_last_promo,0.0,0.0,time since previous promotion,No effect
420,2015-06-01,Monthly,StoreType_a,0.0,119.104,StoreType_a,Increases prediction
420,2015-06-01,Monthly,StoreType_b,0.0,-1.398,StoreType_b,Decreases prediction
420,2015-06-01,Monthly,StoreType_c,0.0,-0.7105,StoreType_c,Decreases prediction
420,2015-06-01,Monthly,StoreType_d,1.0,194.1315,StoreType_d,Increases prediction
420,2015-06-01,Monthly,Assortment_a,0.0,432.3482,Assortment_a,Increases prediction
420,2015-06-01,Monthly,Assortment_b,0.0,-10.6469,Assortment_b,Decreases prediction
420,2015-06-01,Monthly,Assortment_c,1.0,90.9581,Assortment_c,Increases prediction
420,2015-06-01,Monthly,"PromoInterval_Feb,May,Aug,Nov",0.0,-0.0624,"PromoInterval_Feb,May,Aug,Nov",Decreases prediction
420,2015-06-01,Monthly,"PromoInterval_Jan,Apr,Jul,Oct",1.0,8.8475,"PromoInterval_Jan,Apr,Jul,Oct",Increases prediction
420,2015-06-01,Monthly,"PromoInterval_Mar,Jun,Sept,Dec",0.0,-2.1634,"PromoInterval_Mar,Jun,Sept,Dec",Decreases prediction
420,2015-06-01,Monthly,PromoInterval_none,0.0,0.0,PromoInterval_none,No effect
420,2015-07-01,Monthly,Store,420.0,-22.5304,Store,Decreases prediction
420,2015-07-01,Monthly,OpenDays,27.0,1937.3044,number of open days,Increases prediction
420,2015-07-01,Monthly,PromoDays,13.0,1819.62,promotion activity,Increases prediction
420,2015-07-01,Monthly,SchoolHolidayDays,0.0,374.01,school holiday period,Increases prediction
420,2015-07-01,Monthly,WeekendDays,4.0,-31.1773,weekend days,Decreases prediction
420,2015-07-01,Monthly,MonthStartDays,1.0,260.3628,month-start timing,Increases prediction
420,2015-07-01,Monthly,MonthEndDays,1.0,80.7619,month-end timing,Increases prediction
420,2015-07-01,Monthly,StateHolidayDays,27.0,491.7434,state holiday period,Increases prediction
420,2015-07-01,Monthly,Year,2015.0,0.0,calendar year,No effect
420,2015-07-01,Monthly,Month,7.0,264.3407,month of year,Increases prediction
420,2015-07-01,Monthly,Quarter,3.0,63.7442,quarter of year,Increases prediction
420,2015-07-01,Monthly,CompetitionDistance,250.0,-151.9841,distance to nearest competitor,Decreases prediction
420,2015-07-01,Monthly,CompetitionOpenKnown,0.0,-0.2001,competition opening date availability,Decreases prediction
420,2015-07-01,Monthly,CompetitionOpenSinceMonth,0.0,40.0426,CompetitionOpenSinceMonth,Increases prediction
420,2015-07-01,Monthly,CompetitionOpenSinceYear,0.0,313.2215,CompetitionOpenSinceYear,Increases prediction
420,2015-07-01,Monthly,Promo2,1.0,-3.2107,long-term promotion participation,Decreases prediction
420,2015-07-01,Monthly,Promo2SinceWeek,27.0,-24.622,Promo2SinceWeek,Decreases prediction
420,2015-07-01,Monthly,Promo2SinceYear,2012.0,337.4636,Promo2SinceYear,Increases prediction
420,2015-07-01,Monthly,TimeIndex,25.0,704.398,time progression,Increases prediction
420,2015-07-01,Monthly,sales_lag_1,134234.0,-6111.348,previous period sales,Decreases prediction
420,2015-07-01,Monthly,sales_lag_2,127806.0,-318.2839,sales two periods ago,Decreases prediction
420,2015-07-01,Monthly,sales_lag_3,124457.0,-263.835,sales three months ago,Decreases prediction
420,2015-07-01,Monthly,sales_lag_12,103745.0,-20006.133,sales twelve months ago,Decreases prediction
420,2015-07-01,Monthly,rolling_mean_3,128832.3333,-637.945,recent 3-month average sales,Decreases prediction
420,2015-07-01,Monthly,rolling_std_3,4968.6469,263.6582,recent 3-month sales variability,Increases prediction
420,2015-07-01,Monthly,rolling_mean_6,123540.1667,-2122.6086,recent 6-month average sales,Decreases prediction
420,2015-07-01,Monthly,rolling_std_6,9511.5049,-44.1303,recent 6-month sales variability,Decreases prediction
420,2015-07-01,Monthly,EMA_3,129677.7937,-10652.549,recent 3-month weighted sales trend,Decreases prediction
420,2015-07-01,Monthly,EMA_6,125389.7509,-11919.431,recent 6-month weighted sales trend,Decreases prediction
420,2015-07-01,Monthly,periods_since_last_promo,0.0,0.0,time since previous promotion,No effect
420,2015-07-01,Monthly,StoreType_a,0.0,167.9846,StoreType_a,Increases prediction
420,2015-07-01,Monthly,StoreType_b,0.0,-8.8385,StoreType_b,Decreases prediction
420,2015-07-01,Monthly,StoreType_c,0.0,-1.0481,StoreType_c,Decreases prediction
420,2015-07-01,Monthly,StoreType_d,1.0,206.1079,StoreType_d,Increases prediction
420,2015-07-01,Monthly,Assortment_a,0.0,462.0777,Assortment_a,Increases prediction
420,2015-07-01,Monthly,Assortment_b,0.0,-12.1976,Assortment_b,Decreases prediction
420,2015-07-01,Monthly,Assortment_c,1.0,84.2566,Assortment_c,Increases prediction
420,2015-07-01,Monthly,"PromoInterval_Feb,May,Aug,Nov",0.0,-0.6778,"PromoInterval_Feb,May,Aug,Nov",Decreases prediction
420,2015-07-01,Monthly,"PromoInterval_Jan,Apr,Jul,Oct",1.0,-53.9257,"PromoInterval_Jan,Apr,Jul,Oct",Decreases prediction
420,2015-07-01,Monthly,"PromoInterval_Mar,Jun,Sept,Dec",0.0,-2.7416,"PromoInterval_Mar,Jun,Sept,Dec",Decreases prediction
420,2015-07-01,Monthly,PromoInterval_none,0.0,0.0,PromoInterval_none,No effect
421,2015-05-01,Monthly,Store,421.0,-31.5205,Store,Decreases prediction
421,2015-05-01,Monthly,OpenDays,23.0,-813.1307,number of open days,Decreases prediction
421,2015-05-01,Monthly,PromoDays,10.0,-1475.9664,promotion activity,Decreases prediction
421,2015-05-01,Monthly,SchoolHolidayDays,1.0,189.8305,school holiday period,Increases prediction
421,2015-05-01,Monthly,WeekendDays,5.0,151.1607,weekend days,Increases prediction
421,2015-05-01,Monthly,MonthStartDays,0.0,-758.5268,month-start timing,Decreases prediction
421,2015-05-01,Monthly,MonthEndDays,0.0,-913.09,month-end timing,Decreases prediction
421,2015-05-01,Monthly,StateHolidayDays,23.0,-796.484,state holiday period,Decreases prediction
421,2015-05-01,Monthly,Year,2015.0,0.0,calendar year,No effect
421,2015-05-01,Monthly,Month,5.0,-191.6025,month of year,Decreases prediction
421,2015-05-01,Monthly,Quarter,2.0,20.4819,quarter of year,Increases prediction
421,2015-05-01,Monthly,CompetitionDistance,3530.0,297.2988,distance to nearest competitor,Increases prediction
421,2015-05-01,Monthly,CompetitionOpenKnown,1.0,-0.9677,competition opening date availability,Decreases prediction
421,2015-05-01,Monthly,CompetitionOpenSinceMonth,6.0,9.9062,CompetitionOpenSinceMonth,Increases prediction
421,2015-05-01,Monthly,CompetitionOpenSinceYear,2012.0,-381.8928,CompetitionOpenSinceYear,Decreases prediction
421,2015-05-01,Monthly,Promo2,1.0,-4.71,long-term promotion participation,Decreases prediction
421,2015-05-01,Monthly,Promo2SinceWeek,35.0,-31.0067,Promo2SinceWeek,Decreases prediction
421,2015-05-01,Monthly,Promo2SinceYear,2012.0,201.286,Promo2SinceYear,Increases prediction
421,2015-05-01,Monthly,TimeIndex,29.0,2153.5935,time progression,Increases prediction
421,2015-05-01,Monthly,sales_lag_1,242194.0,7474.388,previous period sales,Increases prediction
421,2015-05-01,Monthly,sales_lag_2,242578.0,244.056,sales two periods ago,Increases prediction
421,2015-05-01,Monthly,sales_lag_3,213225.0,228.6561,sales three months ago,Increases prediction
421,2015-05-01,Monthly,sales_lag_12,235254.0,30570.3,sales twelve months ago,Increases prediction
421,2015-05-01,Monthly,rolling_mean_3,232665.6667,247.4496,recent 3-month average sales,Increases prediction
421,2015-05-01,Monthly,rolling_std_3,16837.206,142.6631,recent 3-month sales variability,Increases prediction
421,2015-05-01,Monthly,rolling_mean_6,256059.6667,3708.941,recent 6-month average sales,Increases prediction
421,2015-05-01,Monthly,rolling_std_6,41709.6398,-3935.8792,recent 6-month sales variability,Decreases prediction
421,2015-05-01,Monthly,EMA_3,241601.0157,12271.896,recent 3-month weighted sales trend,Increases prediction
421,2015-05-01,Monthly,EMA_6,245048.1,13076.492,recent 6-month weighted sales trend,Increases prediction
421,2015-05-01,Monthly,periods_since_last_promo,0.0,0.0,time since previous promotion,No effect
421,2015-05-01,Monthly,StoreType_a,0.0,61.7837,StoreType_a,Increases prediction
421,2015-05-01,Monthly,StoreType_b,0.0,-4.9384,StoreType_b,Decreases prediction
421,2015-05-01,Monthly,StoreType_c,1.0,-61.2259,StoreType_c,Decreases prediction
421,2015-05-01,Monthly,StoreType_d,0.0,-343.3894,StoreType_d,Decreases prediction
421,2015-05-01,Monthly,Assortment_a,0.0,498.981,Assortment_a,Increases prediction
421,2015-05-01,Monthly,Assortment_b,0.0,-40.5416,Assortment_b,Decreases prediction
421,2015-05-01,Monthly,Assortment_c,1.0,172.7407,Assortment_c,Increases prediction
421,2015-05-01,Monthly,"PromoInterval_Feb,May,Aug,Nov",0.0,1.7235,"PromoInterval_Feb,May,Aug,Nov",Increases prediction
421,2015-05-01,Monthly,"PromoInterval_Jan,Apr,Jul,Oct",0.0,12.8006,"PromoInterval_Jan,Apr,Jul,Oct",Increases prediction
421,2015-05-01,Monthly,"PromoInterval_Mar,Jun,Sept,Dec",1.0,96.9515,"PromoInterval_Mar,Jun,Sept,Dec",Increases prediction
421,2015-05-01,Monthly,PromoInterval_none,0.0,0.0,PromoInterval_none,No effect
421,2015-06-01,Monthly,Store,421.0,-16.3287,Store,Decreases prediction
421,2015-06-01,Monthly,OpenDays,26.0,-331.6228,number of open days,Decreases prediction
421,2015-06-01,Monthly,PromoDays,12.0,507.5614,promotion activity,Increases prediction
421,2015-06-01,Monthly,SchoolHolidayDays,0.0,63.9614,school holiday period,Increases prediction
421,2015-06-01,Monthly,WeekendDays,4.0,36.2791,weekend days,Increases prediction
421,2015-06-01,Monthly,MonthStartDays,1.0,381.8515,month-start timing,Increases prediction
421,2015-06-01,Monthly,MonthEndDays,1.0,197.1732,month-end timing,Increases prediction
421,2015-06-01,Monthly,StateHolidayDays,26.0,-96.953,state holiday period,Decreases prediction
421,2015-06-01,Monthly,Year,2015.0,0.0,calendar year,No effect
421,2015-06-01,Monthly,Month,6.0,109.3563,month of year,Increases prediction
421,2015-06-01,Monthly,Quarter,2.0,21.2443,quarter of year,Increases prediction
421,2015-06-01,Monthly,CompetitionDistance,3530.0,156.8986,distance to nearest competitor,Increases prediction
421,2015-06-01,Monthly,CompetitionOpenKnown,1.0,-1.7255,competition opening date availability,Decreases prediction
421,2015-06-01,Monthly,CompetitionOpenSinceMonth,6.0,11.4155,CompetitionOpenSinceMonth,Increases prediction
421,2015-06-01,Monthly,CompetitionOpenSinceYear,2012.0,-412.6634,CompetitionOpenSinceYear,Decreases prediction
421,2015-06-01,Monthly,Promo2,1.0,-7.8751,long-term promotion participation,Decreases prediction
421,2015-06-01,Monthly,Promo2SinceWeek,35.0,-36.3043,Promo2SinceWeek,Decreases prediction
421,2015-06-01,Monthly,Promo2SinceYear,2012.0,205.1301,Promo2SinceYear,Increases prediction
421,2015-06-01,Monthly,TimeIndex,30.0,2297.091,time progression,Increases prediction
421,2015-06-01,Monthly,sales_lag_1,238215.0,6612.4614,previous period sales,Increases prediction
421,2015-06-01,Monthly,sales_lag_2,242194.0,254.6852,sales two periods ago,Increases prediction
421,2015-06-01,Monthly,sales_lag_3,242578.0,-208.5888,sales three months ago,Decreases prediction
421,2015-06-01,Monthly,sales_lag_12,219575.0,25977.445,sales twelve months ago,Increases prediction
421,2015-06-01,Monthly,rolling_mean_3,240995.6667,428.093,recent 3-month average sales,Increases prediction
421,2015-06-01,Monthly,rolling_std_3,2415.7699,373.851,recent 3-month sales variability,Increases prediction
421,2015-06-01,Monthly,rolling_mean_6,251576.6667,2438.468,recent 6-month average sales,Increases prediction
421,2015-06-01,Monthly,rolling_std_6,41986.5593,-4145.3296,recent 6-month sales variability,Decreases prediction
421,2015-06-01,Monthly,EMA_3,239908.0079,11574.602,recent 3-month weighted sales trend,Increases prediction
421,2015-06-01,Monthly,EMA_6,243095.7857,12313.822,recent 6-month weighted sales trend,Increases prediction
421,2015-06-01,Monthly,periods_since_last_promo,0.0,0.0,time since previous promotion,No effect
421,2015-06-01,Monthly,StoreType_a,0.0,57.4968,StoreType_a,Increases prediction
421,2015-06-01,Monthly,StoreType_b,0.0,-4.763,StoreType_b,Decreases prediction
421,2015-06-01,Monthly,StoreType_c,1.0,-154.1641,StoreType_c,Decreases prediction
421,2015-06-01,Monthly,StoreType_d,0.0,-302.5111,StoreType_d,Decreases prediction
421,2015-06-01,Monthly,Assortment_a,0.0,166.0711,Assortment_a,Increases prediction
421,2015-06-01,Monthly,Assortment_b,0.0,-46.4834,Assortment_b,Decreases prediction
421,2015-06-01,Monthly,Assortment_c,1.0,60.9664,Assortment_c,Increases prediction
421,2015-06-01,Monthly,"PromoInterval_Feb,May,Aug,Nov",0.0,1.6843,"PromoInterval_Feb,May,Aug,Nov",Increases prediction
421,2015-06-01,Monthly,"PromoInterval_Jan,Apr,Jul,Oct",0.0,-3.3466,"PromoInterval_Jan,Apr,Jul,Oct",Decreases prediction
