Store,Period,Forecast Type,Predicted Sales,Actual Sales,Important Positive Factors,Important Negative Factors,Business Message
521,2015-05-25,Weekly,24662.44,25987.0,"week of year, recent 4-week demand volatility, school holiday period","Assortment_b, sales eight weeks ago, quarter of year","Weekly demand forecast: 24,662 sales units. Main factors increasing the forecast: week of year, recent 4-week demand volatility, school holiday period. Main factors reducing the forecast: Assortment_b, sales eight weeks ago, quarter of year. Recommendation: maintain standard inventory levels; monitor demand changes."
521,2015-06-01,Weekly,34407.03,33170.0,"promotion activity, time since last promotion, month-start timing","Store, Year, Assortment_b","Weekly demand forecast: 34,407 sales units. Main factors increasing the forecast: promotion activity, time since last promotion, month-start timing. Main factors reducing the forecast: Store, Year, Assortment_b. Recommendation: maintain standard inventory levels; monitor demand changes."
521,2015-06-08,Weekly,25684.49,25052.0,"number of open days, recent 12-week demand volatility, school holiday period","quarter of year, month of year, CompetitionOpenKnown","Weekly demand forecast: 25,684 sales units. Main factors increasing the forecast: number of open days, recent 12-week demand volatility, school holiday period. Main factors reducing the forecast: quarter of year, month of year, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
521,2015-06-15,Weekly,34554.93,35099.0,"promotion activity, time since last promotion, number of open days","Year, Store, PromoInterval_Feb,May,Aug,Nov","Weekly demand forecast: 34,555 sales units. Main factors increasing the forecast: promotion activity, time since last promotion, number of open days. Main factors reducing the forecast: Year, Store, PromoInterval_Feb,May,Aug,Nov. Recommendation: maintain standard inventory levels; monitor demand changes."
521,2015-06-22,Weekly,25986.99,23609.0,"number of open days, recent 4-week demand volatility, recent 12-week demand volatility","Assortment_b, quarter of year, weekend days","Weekly demand forecast: 25,987 sales units. Main factors increasing the forecast: number of open days, recent 4-week demand volatility, recent 12-week demand volatility. Main factors reducing the forecast: Assortment_b, quarter of year, weekend days. Recommendation: maintain standard inventory levels; monitor demand changes."
521,2015-06-29,Weekly,36702.04,36620.0,"promotion activity, month-start timing, number of open days","quarter of year, state holiday period, Assortment_a","Weekly demand forecast: 36,702 sales units. Main factors increasing the forecast: promotion activity, month-start timing, number of open days. Main factors reducing the forecast: quarter of year, state holiday period, Assortment_a. Recommendation: maintain standard inventory levels; monitor demand changes."
521,2015-07-06,Weekly,25671.53,26585.0,"number of open days, recent 12-week demand volatility, week of year","recent 8-week demand volatility, quarter of year, Assortment_b","Weekly demand forecast: 25,672 sales units. Main factors increasing the forecast: number of open days, recent 12-week demand volatility, week of year. Main factors reducing the forecast: recent 8-week demand volatility, quarter of year, Assortment_b. Recommendation: maintain standard inventory levels; monitor demand changes."
521,2015-07-13,Weekly,36298.84,36549.0,"promotion activity, time since last promotion, time progression","Year, PromoInterval_Feb,May,Aug,Nov, Assortment_a","Weekly demand forecast: 36,299 sales units. Main factors increasing the forecast: promotion activity, time since last promotion, time progression. Main factors reducing the forecast: Year, PromoInterval_Feb,May,Aug,Nov, Assortment_a. Recommendation: maintain standard inventory levels; monitor demand changes."
521,2015-07-20,Weekly,26119.91,28444.0,"number of open days, recent 12-week demand volatility, school holiday period","Year, quarter of year, Assortment_b","Weekly demand forecast: 26,120 sales units. Main factors increasing the forecast: number of open days, recent 12-week demand volatility, school holiday period. Main factors reducing the forecast: Year, quarter of year, Assortment_b. Recommendation: maintain standard inventory levels; monitor demand changes."
521,2015-07-27,Weekly,34478.73,32310.0,"promotion activity, month-end timing, time progression","PromoInterval_Jan,Apr,Jul,Oct, StoreType_c, Year","Weekly demand forecast: 34,479 sales units. Main factors increasing the forecast: promotion activity, month-end timing, time progression. Main factors reducing the forecast: PromoInterval_Jan,Apr,Jul,Oct, StoreType_c, Year. Recommendation: maintain standard inventory levels; monitor demand changes."
522,2015-05-04,Weekly,54466.38,58673.0,"promotion activity, recent 12-week average demand, recent 8-week average demand","quarter of year, Year, PromoInterval_none","Weekly demand forecast: 54,466 sales units. Main factors increasing the forecast: promotion activity, recent 12-week average demand, recent 8-week average demand. Main factors reducing the forecast: quarter of year, Year, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
522,2015-05-11,Weekly,43171.92,41907.0,"recent 12-week average demand, recent 8-week weighted trend, same week last year","PromoInterval_Feb,May,Aug,Nov, PromoInterval_none, CompetitionOpenKnown","Weekly demand forecast: 43,172 sales units. Main factors increasing the forecast: recent 12-week average demand, recent 8-week weighted trend, same week last year. Main factors reducing the forecast: PromoInterval_Feb,May,Aug,Nov, PromoInterval_none, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
522,2015-05-18,Weekly,58242.05,57160.0,"promotion activity, recent 12-week average demand, recent 8-week average demand","Year, PromoInterval_Feb,May,Aug,Nov, StoreType_c","Weekly demand forecast: 58,242 sales units. Main factors increasing the forecast: promotion activity, recent 12-week average demand, recent 8-week average demand. Main factors reducing the forecast: Year, PromoInterval_Feb,May,Aug,Nov, StoreType_c. Recommendation: plan higher stock and staffing for this period."
522,2015-05-25,Weekly,41987.18,39173.0,"same week last year, recent 12-week average demand, recent 8-week weighted trend","quarter of year, PromoInterval_none, CompetitionOpenKnown","Weekly demand forecast: 41,987 sales units. Main factors increasing the forecast: same week last year, recent 12-week average demand, recent 8-week weighted trend. Main factors reducing the forecast: quarter of year, PromoInterval_none, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
522,2015-06-01,Weekly,56054.64,51823.0,"recent 12-week average demand, promotion activity, recent 8-week average demand","PromoInterval_Feb,May,Aug,Nov, quarter of year, Assortment_b","Weekly demand forecast: 56,055 sales units. Main factors increasing the forecast: recent 12-week average demand, promotion activity, recent 8-week average demand. Main factors reducing the forecast: PromoInterval_Feb,May,Aug,Nov, quarter of year, Assortment_b. Recommendation: plan higher stock and staffing for this period."
522,2015-06-08,Weekly,45781.69,48558.0,"same week last year, recent 12-week average demand, number of open days","quarter of year, Assortment_b, CompetitionOpenKnown","Weekly demand forecast: 45,782 sales units. Main factors increasing the forecast: same week last year, recent 12-week average demand, number of open days. Main factors reducing the forecast: quarter of year, Assortment_b, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
522,2015-06-15,Weekly,58221.42,59198.0,"recent 12-week average demand, promotion activity, recent 8-week average demand","PromoInterval_Mar,Jun,Sept,Dec, CompetitionOpenSinceYear, PromoInterval_Feb,May,Aug,Nov","Weekly demand forecast: 58,221 sales units. Main factors increasing the forecast: recent 12-week average demand, promotion activity, recent 8-week average demand. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, CompetitionOpenSinceYear, PromoInterval_Feb,May,Aug,Nov. Recommendation: plan higher stock and staffing for this period."
522,2015-06-22,Weekly,44159.72,46328.0,"recent 12-week average demand, recent 8-week weighted trend, recent 8-week average demand","quarter of year, PromoInterval_Mar,Jun,Sept,Dec, CompetitionOpenKnown","Weekly demand forecast: 44,160 sales units. Main factors increasing the forecast: recent 12-week average demand, recent 8-week weighted trend, recent 8-week average demand. Main factors reducing the forecast: quarter of year, PromoInterval_Mar,Jun,Sept,Dec, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
522,2015-06-29,Weekly,62474.32,59997.0,"promotion activity, recent 12-week average demand, recent 4-week average demand","Assortment_b, competition proximity, weekend days","Weekly demand forecast: 62,474 sales units. Main factors increasing the forecast: promotion activity, recent 12-week average demand, recent 4-week average demand. Main factors reducing the forecast: Assortment_b, competition proximity, weekend days. Recommendation: plan higher stock and staffing for this period."
522,2015-07-06,Weekly,45577.85,43241.0,"recent 12-week average demand, recent 8-week weighted trend, recent 8-week average demand","quarter of year, weekend days, CompetitionOpenKnown","Weekly demand forecast: 45,578 sales units. Main factors increasing the forecast: recent 12-week average demand, recent 8-week weighted trend, recent 8-week average demand. Main factors reducing the forecast: quarter of year, weekend days, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
522,2015-07-13,Weekly,60434.5,56192.0,"promotion activity, recent 12-week average demand, same week last year","Year, PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_Feb,May,Aug,Nov","Weekly demand forecast: 60,435 sales units. Main factors increasing the forecast: promotion activity, recent 12-week average demand, same week last year. Main factors reducing the forecast: Year, PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_Feb,May,Aug,Nov. Recommendation: plan higher stock and staffing for this period."
522,2015-07-20,Weekly,45701.09,49442.0,"recent 12-week average demand, recent 8-week weighted trend, recent 8-week average demand","quarter of year, weekend days, CompetitionOpenKnown","Weekly demand forecast: 45,701 sales units. Main factors increasing the forecast: recent 12-week average demand, recent 8-week weighted trend, recent 8-week average demand. Main factors reducing the forecast: quarter of year, weekend days, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
522,2015-07-27,Weekly,55313.64,54630.0,"promotion activity, recent 12-week average demand, same week last year","PromoInterval_Mar,Jun,Sept,Dec, CompetitionOpenKnown, Assortment_b","Weekly demand forecast: 55,314 sales units. Main factors increasing the forecast: promotion activity, recent 12-week average demand, same week last year. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, CompetitionOpenKnown, Assortment_b. Recommendation: plan higher stock and staffing for this period."
523,2015-05-04,Weekly,91067.98,80445.0,"same week last year, recent 12-week average demand, promotion activity","quarter of year, StoreType_b, PromoInterval_none","Weekly demand forecast: 91,068 sales units. Main factors increasing the forecast: same week last year, recent 12-week average demand, promotion activity. Main factors reducing the forecast: quarter of year, StoreType_b, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
523,2015-05-11,Weekly,67801.91,70479.0,"recent 12-week average demand, same week last year, recent 8-week weighted trend","StoreType_b, PromoInterval_none, quarter of year","Weekly demand forecast: 67,802 sales units. Main factors increasing the forecast: recent 12-week average demand, same week last year, recent 8-week weighted trend. Main factors reducing the forecast: StoreType_b, PromoInterval_none, quarter of year. Recommendation: plan higher stock and staffing for this period."
523,2015-05-18,Weekly,83073.09,81551.0,"same week last year, recent 12-week average demand, promotion activity","PromoInterval_Feb,May,Aug,Nov, quarter of year, PromoInterval_none","Weekly demand forecast: 83,073 sales units. Main factors increasing the forecast: same week last year, recent 12-week average demand, promotion activity. Main factors reducing the forecast: PromoInterval_Feb,May,Aug,Nov, quarter of year, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
523,2015-05-25,Weekly,67298.78,70494.0,"recent 12-week average demand, same week last year, recent 8-week weighted trend","StoreType_b, StoreType_d, PromoInterval_none","Weekly demand forecast: 67,299 sales units. Main factors increasing the forecast: recent 12-week average demand, same week last year, recent 8-week weighted trend. Main factors reducing the forecast: StoreType_b, StoreType_d, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
523,2015-06-01,Weekly,88339.24,91619.0,"same week last year, recent 12-week average demand, promotion activity","quarter of year, PromoInterval_Feb,May,Aug,Nov, PromoInterval_none","Weekly demand forecast: 88,339 sales units. Main factors increasing the forecast: same week last year, recent 12-week average demand, promotion activity. Main factors reducing the forecast: quarter of year, PromoInterval_Feb,May,Aug,Nov, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
523,2015-06-08,Weekly,69977.69,74542.0,"recent 12-week average demand, same week last year, recent 8-week weighted trend","PromoInterval_Mar,Jun,Sept,Dec, quarter of year, PromoInterval_none","Weekly demand forecast: 69,978 sales units. Main factors increasing the forecast: recent 12-week average demand, same week last year, recent 8-week weighted trend. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, quarter of year, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
523,2015-06-15,Weekly,85607.09,87328.0,"same week last year, recent 12-week average demand, promotion activity","PromoInterval_Feb,May,Aug,Nov, PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none","Weekly demand forecast: 85,607 sales units. Main factors increasing the forecast: same week last year, recent 12-week average demand, promotion activity. Main factors reducing the forecast: PromoInterval_Feb,May,Aug,Nov, PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
523,2015-06-22,Weekly,71460.38,74147.0,"same week last year, recent 12-week average demand, recent 8-week weighted trend","quarter of year, StoreType_d, PromoInterval_none","Weekly demand forecast: 71,460 sales units. Main factors increasing the forecast: same week last year, recent 12-week average demand, recent 8-week weighted trend. Main factors reducing the forecast: quarter of year, StoreType_d, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
523,2015-06-29,Weekly,89244.88,90136.0,"same week last year, recent 12-week average demand, promotion activity","quarter of year, PromoInterval_none, Assortment_b","Weekly demand forecast: 89,245 sales units. Main factors increasing the forecast: same week last year, recent 12-week average demand, promotion activity. Main factors reducing the forecast: quarter of year, PromoInterval_none, Assortment_b. Recommendation: plan higher stock and staffing for this period."
523,2015-07-06,Weekly,72787.7,74753.0,"same week last year, recent 12-week average demand, recent 8-week weighted trend","quarter of year, Promo2SinceYear, PromoInterval_none","Weekly demand forecast: 72,788 sales units. Main factors increasing the forecast: same week last year, recent 12-week average demand, recent 8-week weighted trend. Main factors reducing the forecast: quarter of year, Promo2SinceYear, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
523,2015-07-13,Weekly,87064.11,90240.0,"same week last year, recent 12-week average demand, promotion activity","PromoInterval_Mar,Jun,Sept,Dec, quarter of year, PromoInterval_none","Weekly demand forecast: 87,064 sales units. Main factors increasing the forecast: same week last year, recent 12-week average demand, promotion activity. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, quarter of year, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
523,2015-07-20,Weekly,71307.96,70826.0,"recent 12-week average demand, same week last year, recent 8-week weighted trend","quarter of year, Promo2SinceYear, PromoInterval_none","Weekly demand forecast: 71,308 sales units. Main factors increasing the forecast: recent 12-week average demand, same week last year, recent 8-week weighted trend. Main factors reducing the forecast: quarter of year, Promo2SinceYear, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
523,2015-07-27,Weekly,81645.41,72045.0,"same week last year, recent 12-week average demand, promotion activity","PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none, Assortment_b","Weekly demand forecast: 81,645 sales units. Main factors increasing the forecast: same week last year, recent 12-week average demand, promotion activity. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none, Assortment_b. Recommendation: plan higher stock and staffing for this period."
524,2015-05-04,Weekly,57082.64,56646.0,"promotion activity, same week last year, recent 12-week average demand","Assortment_b, long-term promotion participation, PromoInterval_none","Weekly demand forecast: 57,083 sales units. Main factors increasing the forecast: promotion activity, same week last year, recent 12-week average demand. Main factors reducing the forecast: Assortment_b, long-term promotion participation, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
524,2015-05-11,Weekly,45360.14,42763.0,"recent 12-week average demand, recent 8-week weighted trend, weekend days","Year, PromoInterval_Mar,Jun,Sept,Dec, Promo2SinceYear","Weekly demand forecast: 45,360 sales units. Main factors increasing the forecast: recent 12-week average demand, recent 8-week weighted trend, weekend days. Main factors reducing the forecast: Year, PromoInterval_Mar,Jun,Sept,Dec, Promo2SinceYear. Recommendation: maintain standard inventory levels; monitor demand changes."
524,2015-05-18,Weekly,55548.07,52155.0,"recent 12-week average demand, promotion activity, recent 4-week average demand","Assortment_a, PromoInterval_none, PromoInterval_Feb,May,Aug,Nov","Weekly demand forecast: 55,548 sales units. Main factors increasing the forecast: recent 12-week average demand, promotion activity, recent 4-week average demand. Main factors reducing the forecast: Assortment_a, PromoInterval_none, PromoInterval_Feb,May,Aug,Nov. Recommendation: plan higher stock and staffing for this period."
524,2015-05-25,Weekly,46245.9,44800.0,"recent 12-week average demand, recent 8-week weighted trend, weekend days","quarter of year, PromoInterval_Jan,Apr,Jul,Oct, StoreType_b","Weekly demand forecast: 46,246 sales units. Main factors increasing the forecast: recent 12-week average demand, recent 8-week weighted trend, weekend days. Main factors reducing the forecast: quarter of year, PromoInterval_Jan,Apr,Jul,Oct, StoreType_b. Recommendation: maintain standard inventory levels; monitor demand changes."
524,2015-06-01,Weekly,59852.5,58978.0,"same week last year, promotion activity, recent 12-week average demand","Promo2SinceWeek, Assortment_b, PromoInterval_none","Weekly demand forecast: 59,852 sales units. Main factors increasing the forecast: same week last year, promotion activity, recent 12-week average demand. Main factors reducing the forecast: Promo2SinceWeek, Assortment_b, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
524,2015-06-08,Weekly,45729.63,45195.0,"recent 12-week average demand, recent 8-week weighted trend, weekend days","Year, PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none","Weekly demand forecast: 45,730 sales units. Main factors increasing the forecast: recent 12-week average demand, recent 8-week weighted trend, weekend days. Main factors reducing the forecast: Year, PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none. Recommendation: maintain standard inventory levels; monitor demand changes."
524,2015-06-15,Weekly,57498.64,54250.0,"promotion activity, same week last year, recent 12-week average demand","Year, StoreType_c, PromoInterval_none","Weekly demand forecast: 57,499 sales units. Main factors increasing the forecast: promotion activity, same week last year, recent 12-week average demand. Main factors reducing the forecast: Year, StoreType_c, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
524,2015-06-22,Weekly,45285.54,43839.0,"recent 12-week average demand, recent 8-week weighted trend, weekend days","PromoInterval_Mar,Jun,Sept,Dec, Store, PromoInterval_none","Weekly demand forecast: 45,286 sales units. Main factors increasing the forecast: recent 12-week average demand, recent 8-week weighted trend, weekend days. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, Store, PromoInterval_none. Recommendation: maintain standard inventory levels; monitor demand changes."
524,2015-06-29,Weekly,60354.78,62081.0,"same week last year, promotion activity, recent 12-week average demand","PromoInterval_Mar,Jun,Sept,Dec, Store, PromoInterval_none","Weekly demand forecast: 60,355 sales units. Main factors increasing the forecast: same week last year, promotion activity, recent 12-week average demand. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, Store, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
524,2015-07-06,Weekly,48385.31,49312.0,"recent 12-week average demand, recent 8-week weighted trend, weekend days","Year, PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none","Weekly demand forecast: 48,385 sales units. Main factors increasing the forecast: recent 12-week average demand, recent 8-week weighted trend, weekend days. Main factors reducing the forecast: Year, PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none. Recommendation: maintain standard inventory levels; monitor demand changes."
524,2015-07-13,Weekly,58105.09,59833.0,"promotion activity, recent 12-week average demand, same week last year","long-term promotion participation, PromoInterval_Feb,May,Aug,Nov, PromoInterval_none","Weekly demand forecast: 58,105 sales units. Main factors increasing the forecast: promotion activity, recent 12-week average demand, same week last year. Main factors reducing the forecast: long-term promotion participation, PromoInterval_Feb,May,Aug,Nov, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
524,2015-07-20,Weekly,47179.45,46456.0,"recent 12-week average demand, recent 8-week weighted trend, weekend days","quarter of year, PromoInterval_Jan,Apr,Jul,Oct, PromoInterval_none","Weekly demand forecast: 47,179 sales units. Main factors increasing the forecast: recent 12-week average demand, recent 8-week weighted trend, weekend days. Main factors reducing the forecast: quarter of year, PromoInterval_Jan,Apr,Jul,Oct, PromoInterval_none. Recommendation: maintain standard inventory levels; monitor demand changes."
524,2015-07-27,Weekly,57304.19,52905.0,"promotion activity, recent 12-week average demand, same week last year","PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none, Assortment_b","Weekly demand forecast: 57,304 sales units. Main factors increasing the forecast: promotion activity, recent 12-week average demand, same week last year. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none, Assortment_b. Recommendation: plan higher stock and staffing for this period."
525,2015-05-04,Weekly,66888.18,66344.0,"promotion activity, same week last year, recent 12-week average demand","sales eight weeks ago, PromoInterval_none, Assortment_b","Weekly demand forecast: 66,888 sales units. Main factors increasing the forecast: promotion activity, same week last year, recent 12-week average demand. Main factors reducing the forecast: sales eight weeks ago, PromoInterval_none, Assortment_b. Recommendation: plan higher stock and staffing for this period."
525,2015-05-11,Weekly,49321.3,51399.0,"recent 12-week average demand, same week last year, recent 8-week weighted trend","quarter of year, PromoInterval_Jan,Apr,Jul,Oct, PromoInterval_none","Weekly demand forecast: 49,321 sales units. Main factors increasing the forecast: recent 12-week average demand, same week last year, recent 8-week weighted trend. Main factors reducing the forecast: quarter of year, PromoInterval_Jan,Apr,Jul,Oct, PromoInterval_none. Recommendation: maintain standard inventory levels; monitor demand changes."
525,2015-05-18,Weekly,65145.46,68205.0,"promotion activity, recent 12-week average demand, same week last year","Year, PromoInterval_none, StoreType_c","Weekly demand forecast: 65,145 sales units. Main factors increasing the forecast: promotion activity, recent 12-week average demand, same week last year. Main factors reducing the forecast: Year, PromoInterval_none, StoreType_c. Recommendation: plan higher stock and staffing for this period."
525,2015-05-25,Weekly,48442.31,44548.0,"recent 12-week average demand, recent 8-week weighted trend, recent 4-week weighted trend","CompetitionOpenKnown, quarter of year, PromoInterval_none","Weekly demand forecast: 48,442 sales units. Main factors increasing the forecast: recent 12-week average demand, recent 8-week weighted trend, recent 4-week weighted trend. Main factors reducing the forecast: CompetitionOpenKnown, quarter of year, PromoInterval_none. Recommendation: maintain standard inventory levels; monitor demand changes."
525,2015-06-01,Weekly,73050.7,60859.0,"same week last year, promotion activity, recent 12-week average demand","Promo2SinceWeek, PromoInterval_none, CompetitionOpenKnown","Weekly demand forecast: 73,051 sales units. Main factors increasing the forecast: same week last year, promotion activity, recent 12-week average demand. Main factors reducing the forecast: Promo2SinceWeek, PromoInterval_none, CompetitionOpenKnown. Recommendation: plan higher stock and staffing for this period."
525,2015-06-08,Weekly,49159.04,48244.0,"recent 12-week average demand, recent 8-week weighted trend, recent 8-week average demand","quarter of year, PromoInterval_none, CompetitionOpenKnown","Weekly demand forecast: 49,159 sales units. Main factors increasing the forecast: recent 12-week average demand, recent 8-week weighted trend, recent 8-week average demand. Main factors reducing the forecast: quarter of year, PromoInterval_none, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
525,2015-06-15,Weekly,67833.18,58768.0,"promotion activity, same week last year, recent 12-week average demand","PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none, CompetitionOpenKnown","Weekly demand forecast: 67,833 sales units. Main factors increasing the forecast: promotion activity, same week last year, recent 12-week average demand. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none, CompetitionOpenKnown. Recommendation: plan higher stock and staffing for this period."
525,2015-06-22,Weekly,47891.93,46204.0,"recent 12-week average demand, same week last year, recent 8-week weighted trend","quarter of year, PromoInterval_none, CompetitionOpenKnown","Weekly demand forecast: 47,892 sales units. Main factors increasing the forecast: recent 12-week average demand, same week last year, recent 8-week weighted trend. Main factors reducing the forecast: quarter of year, PromoInterval_none, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
525,2015-06-29,Weekly,66750.56,63573.0,"same week last year, promotion activity, recent 12-week average demand","competition proximity, PromoInterval_none, CompetitionOpenKnown","Weekly demand forecast: 66,751 sales units. Main factors increasing the forecast: same week last year, promotion activity, recent 12-week average demand. Main factors reducing the forecast: competition proximity, PromoInterval_none, CompetitionOpenKnown. Recommendation: plan higher stock and staffing for this period."
525,2015-07-06,Weekly,49266.93,52783.0,"recent 12-week average demand, same week last year, recent 8-week weighted trend","StoreType_b, PromoInterval_none, CompetitionOpenKnown","Weekly demand forecast: 49,267 sales units. Main factors increasing the forecast: recent 12-week average demand, same week last year, recent 8-week weighted trend. Main factors reducing the forecast: StoreType_b, PromoInterval_none, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
525,2015-07-13,Weekly,67373.96,61533.0,"promotion activity, recent 12-week average demand, same week last year","quarter of year, Year, PromoInterval_none","Weekly demand forecast: 67,374 sales units. Main factors increasing the forecast: promotion activity, recent 12-week average demand, same week last year. Main factors reducing the forecast: quarter of year, Year, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
525,2015-07-20,Weekly,48655.5,52169.0,"recent 12-week average demand, recent 8-week weighted trend, recent 8-week average demand","Assortment_b, quarter of year, PromoInterval_none","Weekly demand forecast: 48,656 sales units. Main factors increasing the forecast: recent 12-week average demand, recent 8-week weighted trend, recent 8-week average demand. Main factors reducing the forecast: Assortment_b, quarter of year, PromoInterval_none. Recommendation: maintain standard inventory levels; monitor demand changes."
525,2015-07-27,Weekly,59240.68,52224.0,"promotion activity, recent 12-week average demand, same week last year","Assortment_b, PromoInterval_none, CompetitionOpenKnown","Weekly demand forecast: 59,241 sales units. Main factors increasing the forecast: promotion activity, recent 12-week average demand, same week last year. Main factors reducing the forecast: Assortment_b, PromoInterval_none, CompetitionOpenKnown. Recommendation: plan higher stock and staffing for this period."
526,2015-05-04,Weekly,75063.02,74258.0,"promotion activity, same week last year, recent 12-week average demand","PromoInterval_Feb,May,Aug,Nov, Year, CompetitionOpenKnown","Weekly demand forecast: 75,063 sales units. Main factors increasing the forecast: promotion activity, same week last year, recent 12-week average demand. Main factors reducing the forecast: PromoInterval_Feb,May,Aug,Nov, Year, CompetitionOpenKnown. Recommendation: plan higher stock and staffing for this period."
526,2015-05-11,Weekly,47164.33,46670.0,"recent 12-week average demand, recent 8-week weighted trend, recent 4-week weighted trend","StoreType_c, quarter of year, state holiday period","Weekly demand forecast: 47,164 sales units. Main factors increasing the forecast: recent 12-week average demand, recent 8-week weighted trend, recent 4-week weighted trend. Main factors reducing the forecast: StoreType_c, quarter of year, state holiday period. Recommendation: maintain standard inventory levels; monitor demand changes."
526,2015-05-18,Weekly,71162.38,73632.0,"promotion activity, recent 12-week average demand, same week last year","PromoInterval_Feb,May,Aug,Nov, Year, CompetitionOpenKnown","Weekly demand forecast: 71,162 sales units. Main factors increasing the forecast: promotion activity, recent 12-week average demand, same week last year. Main factors reducing the forecast: PromoInterval_Feb,May,Aug,Nov, Year, CompetitionOpenKnown. Recommendation: plan higher stock and staffing for this period."
526,2015-05-25,Weekly,46605.35,52801.0,"recent 12-week average demand, recent 8-week weighted trend, same week last year","Store, Assortment_b, state holiday period","Weekly demand forecast: 46,605 sales units. Main factors increasing the forecast: recent 12-week average demand, recent 8-week weighted trend, same week last year. Main factors reducing the forecast: Store, Assortment_b, state holiday period. Recommendation: maintain standard inventory levels; monitor demand changes."
526,2015-06-01,Weekly,79778.38,71024.0,"same week last year, recent 12-week average demand, promotion activity","Store, Year, CompetitionOpenKnown","Weekly demand forecast: 79,778 sales units. Main factors increasing the forecast: same week last year, recent 12-week average demand, promotion activity. Main factors reducing the forecast: Store, Year, CompetitionOpenKnown. Recommendation: plan higher stock and staffing for this period."
526,2015-06-08,Weekly,50181.95,53009.0,"recent 12-week average demand, recent 8-week weighted trend, recent 4-week weighted trend","Year, state holiday period, weekend days","Weekly demand forecast: 50,182 sales units. Main factors increasing the forecast: recent 12-week average demand, recent 8-week weighted trend, recent 4-week weighted trend. Main factors reducing the forecast: Year, state holiday period, weekend days. Recommendation: plan higher stock and staffing for this period."
526,2015-06-15,Weekly,76106.4,75955.0,"same week last year, promotion activity, recent 12-week average demand","state holiday period, quarter of year, Year","Weekly demand forecast: 76,106 sales units. Main factors increasing the forecast: same week last year, promotion activity, recent 12-week average demand. Main factors reducing the forecast: state holiday period, quarter of year, Year. Recommendation: plan higher stock and staffing for this period."
526,2015-06-22,Weekly,52102.45,45275.0,"recent 12-week average demand, recent 8-week weighted trend, recent 4-week weighted trend","Year, state holiday period, StoreType_d","Weekly demand forecast: 52,102 sales units. Main factors increasing the forecast: recent 12-week average demand, recent 8-week weighted trend, recent 4-week weighted trend. Main factors reducing the forecast: Year, state holiday period, StoreType_d. Recommendation: plan higher stock and staffing for this period."
