Store,Period,Forecast Type,Predicted Sales,Important Positive Factors,Important Negative Factors,Forecast Summary
821,2015-05-25,Weekly,30699.29,"recent 12-week average sales, recent 4-week average sales, week of year","promotion activity, number of open days, sales fifty-two weeks ago","Weekly predicted sales: 30,699. Main factors increasing the model prediction: recent 12-week average sales, recent 4-week average sales, week of year. Main factors decreasing the model prediction: promotion activity, number of open days, sales fifty-two weeks ago."
821,2015-06-01,Weekly,50977.28,"promotion activity, month-start timing, week of year","recent 8-week weighted sales trend, calendar year, previous period sales","Weekly predicted sales: 50,977. Main factors increasing the model prediction: promotion activity, month-start timing, week of year. Main factors decreasing the model prediction: recent 8-week weighted sales trend, calendar year, previous period sales."
821,2015-06-08,Weekly,33291.54,"recent 12-week average sales, number of open days, week of year","promotion activity, sales fifty-two weeks ago, recent 8-week weighted sales trend","Weekly predicted sales: 33,292. Main factors increasing the model prediction: recent 12-week average sales, number of open days, week of year. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 8-week weighted sales trend."
821,2015-06-15,Weekly,47859.78,"promotion activity, recent 4-week average sales, recent 12-week average sales","recent 8-week weighted sales trend, calendar year, previous period sales","Weekly predicted sales: 47,860. Main factors increasing the model prediction: promotion activity, recent 4-week average sales, recent 12-week average sales. Main factors decreasing the model prediction: recent 8-week weighted sales trend, calendar year, previous period sales."
821,2015-06-22,Weekly,34072.96,"recent 12-week average sales, number of open days, recent 4-week weighted sales trend","promotion activity, sales fifty-two weeks ago, recent 8-week weighted sales trend","Weekly predicted sales: 34,073. Main factors increasing the model prediction: recent 12-week average sales, number of open days, recent 4-week weighted sales trend. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 8-week weighted sales trend."
821,2015-06-29,Weekly,51896.75,"promotion activity, sales fifty-two weeks ago, month-start timing","recent 8-week weighted sales trend, calendar year, recent 4-week weighted sales trend","Weekly predicted sales: 51,897. Main factors increasing the model prediction: promotion activity, sales fifty-two weeks ago, month-start timing. Main factors decreasing the model prediction: recent 8-week weighted sales trend, calendar year, recent 4-week weighted sales trend."
821,2015-07-06,Weekly,35278.2,"recent 12-week average sales, number of open days, recent 4-week weighted sales trend","promotion activity, sales fifty-two weeks ago, recent 8-week weighted sales trend","Weekly predicted sales: 35,278. Main factors increasing the model prediction: recent 12-week average sales, number of open days, recent 4-week weighted sales trend. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 8-week weighted sales trend."
821,2015-07-13,Weekly,49009.03,"promotion activity, recent 4-week average sales, school holiday period","sales fifty-two weeks ago, recent 8-week weighted sales trend, week of year","Weekly predicted sales: 49,009. Main factors increasing the model prediction: promotion activity, recent 4-week average sales, school holiday period. Main factors decreasing the model prediction: sales fifty-two weeks ago, recent 8-week weighted sales trend, week of year."
821,2015-07-20,Weekly,32352.56,"recent 12-week average sales, number of open days, recent 4-week weighted sales trend","promotion activity, sales fifty-two weeks ago, school holiday period","Weekly predicted sales: 32,353. Main factors increasing the model prediction: recent 12-week average sales, number of open days, recent 4-week weighted sales trend. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, school holiday period."
821,2015-07-27,Weekly,46320.21,"promotion activity, month-end timing, recent 4-week average sales","weekend days, school holiday period, number of open days","Weekly predicted sales: 46,320. Main factors increasing the model prediction: promotion activity, month-end timing, recent 4-week average sales. Main factors decreasing the model prediction: weekend days, school holiday period, number of open days."
822,2015-05-04,Weekly,53101.58,"promotion activity, sales fifty-two weeks ago, week of year","sales two periods ago, recent 8-week weighted sales trend, sales four weeks ago","Weekly predicted sales: 53,102. Main factors increasing the model prediction: promotion activity, sales fifty-two weeks ago, week of year. Main factors decreasing the model prediction: sales two periods ago, recent 8-week weighted sales trend, sales four weeks ago."
822,2015-05-11,Weekly,33019.96,"recent 12-week average sales, recent 4-week average sales, recent 4-week weighted sales trend","promotion activity, sales fifty-two weeks ago, number of open days","Weekly predicted sales: 33,020. Main factors increasing the model prediction: recent 12-week average sales, recent 4-week average sales, recent 4-week weighted sales trend. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, number of open days."
822,2015-05-18,Weekly,47980.98,"promotion activity, recent 12-week average sales, recent 4-week average sales","week of year, recent 8-week weighted sales trend, previous period sales","Weekly predicted sales: 47,981. Main factors increasing the model prediction: promotion activity, recent 12-week average sales, recent 4-week average sales. Main factors decreasing the model prediction: week of year, recent 8-week weighted sales trend, previous period sales."
822,2015-05-25,Weekly,31715.53,"recent 12-week average sales, recent 4-week average sales, recent 4-week weighted sales trend","promotion activity, number of open days, sales fifty-two weeks ago","Weekly predicted sales: 31,716. Main factors increasing the model prediction: recent 12-week average sales, recent 4-week average sales, recent 4-week weighted sales trend. Main factors decreasing the model prediction: promotion activity, number of open days, sales fifty-two weeks ago."
822,2015-06-01,Weekly,55414.39,"promotion activity, sales fifty-two weeks ago, week of year","recent 8-week weighted sales trend, previous period sales, calendar year","Weekly predicted sales: 55,414. Main factors increasing the model prediction: promotion activity, sales fifty-two weeks ago, week of year. Main factors decreasing the model prediction: recent 8-week weighted sales trend, previous period sales, calendar year."
822,2015-06-08,Weekly,34693.6,"recent 12-week average sales, number of open days, recent 4-week weighted sales trend","promotion activity, sales fifty-two weeks ago, time since previous promotion","Weekly predicted sales: 34,694. Main factors increasing the model prediction: recent 12-week average sales, number of open days, recent 4-week weighted sales trend. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, time since previous promotion."
822,2015-06-15,Weekly,50749.09,"promotion activity, sales fifty-two weeks ago, recent 4-week average sales","recent 8-week weighted sales trend, previous period sales, calendar year","Weekly predicted sales: 50,749. Main factors increasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 4-week average sales. Main factors decreasing the model prediction: recent 8-week weighted sales trend, previous period sales, calendar year."
822,2015-06-22,Weekly,34675.46,"recent 12-week average sales, number of open days, recent 4-week weighted sales trend","promotion activity, sales fifty-two weeks ago, time since previous promotion","Weekly predicted sales: 34,675. Main factors increasing the model prediction: recent 12-week average sales, number of open days, recent 4-week weighted sales trend. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, time since previous promotion."
822,2015-06-29,Weekly,54835.21,"promotion activity, sales fifty-two weeks ago, month-start timing","recent 8-week weighted sales trend, previous period sales, calendar year","Weekly predicted sales: 54,835. Main factors increasing the model prediction: promotion activity, sales fifty-two weeks ago, month-start timing. Main factors decreasing the model prediction: recent 8-week weighted sales trend, previous period sales, calendar year."
822,2015-07-06,Weekly,34868.7,"recent 12-week average sales, number of open days, recent 4-week weighted sales trend","promotion activity, sales fifty-two weeks ago, sales two periods ago","Weekly predicted sales: 34,869. Main factors increasing the model prediction: recent 12-week average sales, number of open days, recent 4-week weighted sales trend. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, sales two periods ago."
822,2015-07-13,Weekly,51463.13,"promotion activity, sales fifty-two weeks ago, recent 4-week average sales","recent 8-week weighted sales trend, week of year, calendar year","Weekly predicted sales: 51,463. Main factors increasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 4-week average sales. Main factors decreasing the model prediction: recent 8-week weighted sales trend, week of year, calendar year."
822,2015-07-20,Weekly,34464.0,"recent 12-week average sales, recent 4-week weighted sales trend, number of open days","promotion activity, sales fifty-two weeks ago, school holiday period","Weekly predicted sales: 34,464. Main factors increasing the model prediction: recent 12-week average sales, recent 4-week weighted sales trend, number of open days. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, school holiday period."
822,2015-07-27,Weekly,50528.4,"promotion activity, sales fifty-two weeks ago, month-end timing","weekend days, school holiday period, number of open days","Weekly predicted sales: 50,528. Main factors increasing the model prediction: promotion activity, sales fifty-two weeks ago, month-end timing. Main factors decreasing the model prediction: weekend days, school holiday period, number of open days."
823,2015-05-04,Weekly,40507.02,"promotion activity, week of year, number of open days","recent 12-week average sales, sales fifty-two weeks ago, recent 8-week weighted sales trend","Weekly predicted sales: 40,507. Main factors increasing the model prediction: promotion activity, week of year, number of open days. Main factors decreasing the model prediction: recent 12-week average sales, sales fifty-two weeks ago, recent 8-week weighted sales trend."
823,2015-05-11,Weekly,27617.65,"recent 12-week sales variability, recent 4-week sales variability, school holiday period","promotion activity, sales fifty-two weeks ago, recent 12-week average sales","Weekly predicted sales: 27,618. Main factors increasing the model prediction: recent 12-week sales variability, recent 4-week sales variability, school holiday period. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 12-week average sales."
823,2015-05-18,Weekly,38775.45,"promotion activity, time progression, number of open days","recent 12-week average sales, sales fifty-two weeks ago, week of year","Weekly predicted sales: 38,775. Main factors increasing the model prediction: promotion activity, time progression, number of open days. Main factors decreasing the model prediction: recent 12-week average sales, sales fifty-two weeks ago, week of year."
823,2015-05-25,Weekly,26769.91,"week of year, school holiday period, recent 12-week sales variability","promotion activity, sales fifty-two weeks ago, recent 12-week average sales","Weekly predicted sales: 26,770. Main factors increasing the model prediction: week of year, school holiday period, recent 12-week sales variability. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 12-week average sales."
823,2015-06-01,Weekly,42774.8,"promotion activity, week of year, month-start timing","recent 12-week average sales, sales fifty-two weeks ago, recent 8-week weighted sales trend","Weekly predicted sales: 42,775. Main factors increasing the model prediction: promotion activity, week of year, month-start timing. Main factors decreasing the model prediction: recent 12-week average sales, sales fifty-two weeks ago, recent 8-week weighted sales trend."
823,2015-06-08,Weekly,30012.06,"number of open days, week of year, school holiday period","promotion activity, sales fifty-two weeks ago, recent 12-week average sales","Weekly predicted sales: 30,012. Main factors increasing the model prediction: number of open days, week of year, school holiday period. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 12-week average sales."
823,2015-06-15,Weekly,41207.06,"promotion activity, number of open days, time since previous promotion","recent 12-week average sales, sales fifty-two weeks ago, recent 8-week weighted sales trend","Weekly predicted sales: 41,207. Main factors increasing the model prediction: promotion activity, number of open days, time since previous promotion. Main factors decreasing the model prediction: recent 12-week average sales, sales fifty-two weeks ago, recent 8-week weighted sales trend."
823,2015-06-22,Weekly,29946.07,"number of open days, week of year, school holiday period","promotion activity, sales fifty-two weeks ago, recent 12-week average sales","Weekly predicted sales: 29,946. Main factors increasing the model prediction: number of open days, week of year, school holiday period. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 12-week average sales."
823,2015-06-29,Weekly,42874.16,"promotion activity, month-start timing, number of open days","recent 12-week average sales, sales fifty-two weeks ago, recent 8-week weighted sales trend","Weekly predicted sales: 42,874. Main factors increasing the model prediction: promotion activity, month-start timing, number of open days. Main factors decreasing the model prediction: recent 12-week average sales, sales fifty-two weeks ago, recent 8-week weighted sales trend."
823,2015-07-06,Weekly,30716.02,"number of open days, week of year, school holiday period","promotion activity, sales fifty-two weeks ago, recent 12-week average sales","Weekly predicted sales: 30,716. Main factors increasing the model prediction: number of open days, week of year, school holiday period. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 12-week average sales."
823,2015-07-13,Weekly,42275.29,"promotion activity, distance to nearest competitor, number of open days","recent 12-week average sales, sales fifty-two weeks ago, recent 8-week weighted sales trend","Weekly predicted sales: 42,275. Main factors increasing the model prediction: promotion activity, distance to nearest competitor, number of open days. Main factors decreasing the model prediction: recent 12-week average sales, sales fifty-two weeks ago, recent 8-week weighted sales trend."
823,2015-07-20,Weekly,29138.31,"number of open days, recent 12-week sales variability, recent 4-week weighted sales trend","promotion activity, sales fifty-two weeks ago, recent 12-week average sales","Weekly predicted sales: 29,138. Main factors increasing the model prediction: number of open days, recent 12-week sales variability, recent 4-week weighted sales trend. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 12-week average sales."
823,2015-07-27,Weekly,39532.02,"promotion activity, month-end timing, time progression","weekend days, sales fifty-two weeks ago, recent 12-week average sales","Weekly predicted sales: 39,532. Main factors increasing the model prediction: promotion activity, month-end timing, time progression. Main factors decreasing the model prediction: weekend days, sales fifty-two weeks ago, recent 12-week average sales."
824,2015-05-04,Weekly,48311.52,"promotion activity, week of year, recent 4-week average sales","recent 8-week weighted sales trend, sales two periods ago, time since previous promotion","Weekly predicted sales: 48,312. Main factors increasing the model prediction: promotion activity, week of year, recent 4-week average sales. Main factors decreasing the model prediction: recent 8-week weighted sales trend, sales two periods ago, time since previous promotion."
824,2015-05-11,Weekly,33890.67,"recent 12-week average sales, recent 4-week average sales, recent 4-week weighted sales trend","promotion activity, sales fifty-two weeks ago, number of open days","Weekly predicted sales: 33,891. Main factors increasing the model prediction: recent 12-week average sales, recent 4-week average sales, recent 4-week weighted sales trend. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, number of open days."
824,2015-05-18,Weekly,46592.05,"promotion activity, recent 4-week average sales, recent 12-week average sales","week of year, recent 8-week weighted sales trend, sales fifty-two weeks ago","Weekly predicted sales: 46,592. Main factors increasing the model prediction: promotion activity, recent 4-week average sales, recent 12-week average sales. Main factors decreasing the model prediction: week of year, recent 8-week weighted sales trend, sales fifty-two weeks ago."
824,2015-05-25,Weekly,32210.06,"recent 12-week average sales, recent 4-week average sales, week of year","promotion activity, number of open days, sales fifty-two weeks ago","Weekly predicted sales: 32,210. Main factors increasing the model prediction: recent 12-week average sales, recent 4-week average sales, week of year. Main factors decreasing the model prediction: promotion activity, number of open days, sales fifty-two weeks ago."
824,2015-06-01,Weekly,51601.6,"promotion activity, sales fifty-two weeks ago, month-start timing","recent 8-week weighted sales trend, previous period sales, calendar year","Weekly predicted sales: 51,602. Main factors increasing the model prediction: promotion activity, sales fifty-two weeks ago, month-start timing. Main factors decreasing the model prediction: recent 8-week weighted sales trend, previous period sales, calendar year."
824,2015-06-08,Weekly,34795.66,"recent 12-week average sales, number of open days, recent 4-week weighted sales trend","promotion activity, sales fifty-two weeks ago, recent 8-week weighted sales trend","Weekly predicted sales: 34,796. Main factors increasing the model prediction: recent 12-week average sales, number of open days, recent 4-week weighted sales trend. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 8-week weighted sales trend."
824,2015-06-15,Weekly,49766.48,"promotion activity, recent 4-week average sales, recent 12-week average sales","recent 8-week weighted sales trend, calendar year, month-start timing","Weekly predicted sales: 49,766. Main factors increasing the model prediction: promotion activity, recent 4-week average sales, recent 12-week average sales. Main factors decreasing the model prediction: recent 8-week weighted sales trend, calendar year, month-start timing."
824,2015-06-22,Weekly,35358.31,"recent 12-week average sales, number of open days, recent 4-week average sales","promotion activity, sales fifty-two weeks ago, recent 8-week weighted sales trend","Weekly predicted sales: 35,358. Main factors increasing the model prediction: recent 12-week average sales, number of open days, recent 4-week average sales. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 8-week weighted sales trend."
824,2015-06-29,Weekly,53180.71,"promotion activity, sales fifty-two weeks ago, recent 4-week average sales","recent 8-week weighted sales trend, calendar year, recent 4-week weighted sales trend","Weekly predicted sales: 53,181. Main factors increasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 4-week average sales. Main factors decreasing the model prediction: recent 8-week weighted sales trend, calendar year, recent 4-week weighted sales trend."
824,2015-07-06,Weekly,36803.71,"recent 12-week average sales, recent 4-week weighted sales trend, recent 4-week average sales","promotion activity, sales fifty-two weeks ago, time since previous promotion","Weekly predicted sales: 36,804. Main factors increasing the model prediction: recent 12-week average sales, recent 4-week weighted sales trend, recent 4-week average sales. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, time since previous promotion."
824,2015-07-13,Weekly,50828.21,"promotion activity, recent 4-week average sales, recent 12-week average sales","recent 8-week weighted sales trend, calendar year, week of year","Weekly predicted sales: 50,828. Main factors increasing the model prediction: promotion activity, recent 4-week average sales, recent 12-week average sales. Main factors decreasing the model prediction: recent 8-week weighted sales trend, calendar year, week of year."
824,2015-07-20,Weekly,35487.0,"recent 12-week average sales, recent 4-week average sales, recent 4-week weighted sales trend","promotion activity, sales fifty-two weeks ago, school holiday period","Weekly predicted sales: 35,487. Main factors increasing the model prediction: recent 12-week average sales, recent 4-week average sales, recent 4-week weighted sales trend. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, school holiday period."
824,2015-07-27,Weekly,48198.21,"promotion activity, recent 4-week average sales, month-end timing","weekend days, school holiday period, number of open days","Weekly predicted sales: 48,198. Main factors increasing the model prediction: promotion activity, recent 4-week average sales, month-end timing. Main factors decreasing the model prediction: weekend days, school holiday period, number of open days."
825,2015-05-04,Weekly,32007.4,"promotion activity, week of year, number of open days","recent 12-week average sales, sales fifty-two weeks ago, recent 4-week average sales","Weekly predicted sales: 32,007. Main factors increasing the model prediction: promotion activity, week of year, number of open days. Main factors decreasing the model prediction: recent 12-week average sales, sales fifty-two weeks ago, recent 4-week average sales."
825,2015-05-11,Weekly,23445.63,"recent 12-week sales variability, recent 4-week sales variability, school holiday period","promotion activity, recent 12-week average sales, sales fifty-two weeks ago","Weekly predicted sales: 23,446. Main factors increasing the model prediction: recent 12-week sales variability, recent 4-week sales variability, school holiday period. Main factors decreasing the model prediction: promotion activity, recent 12-week average sales, sales fifty-two weeks ago."
825,2015-05-18,Weekly,31364.81,"promotion activity, number of open days, school holiday period","recent 12-week average sales, sales fifty-two weeks ago, recent 4-week average sales","Weekly predicted sales: 31,365. Main factors increasing the model prediction: promotion activity, number of open days, school holiday period. Main factors decreasing the model prediction: recent 12-week average sales, sales fifty-two weeks ago, recent 4-week average sales."
825,2015-05-25,Weekly,21341.0,"week of year, recent 12-week sales variability, recent 4-week sales variability","promotion activity, recent 12-week average sales, sales fifty-two weeks ago","Weekly predicted sales: 21,341. Main factors increasing the model prediction: week of year, recent 12-week sales variability, recent 4-week sales variability. Main factors decreasing the model prediction: promotion activity, recent 12-week average sales, sales fifty-two weeks ago."
825,2015-06-01,Weekly,29466.09,"promotion activity, month-start timing, week of year","recent 12-week average sales, sales fifty-two weeks ago, recent 4-week average sales","Weekly predicted sales: 29,466. Main factors increasing the model prediction: promotion activity, month-start timing, week of year. Main factors decreasing the model prediction: recent 12-week average sales, sales fifty-two weeks ago, recent 4-week average sales."
825,2015-06-08,Weekly,24429.71,"number of open days, week of year, school holiday period","promotion activity, recent 12-week average sales, sales fifty-two weeks ago","Weekly predicted sales: 24,430. Main factors increasing the model prediction: number of open days, week of year, school holiday period. Main factors decreasing the model prediction: promotion activity, recent 12-week average sales, sales fifty-two weeks ago."
825,2015-06-15,Weekly,31702.19,"promotion activity, number of open days, school holiday period","recent 12-week average sales, sales fifty-two weeks ago, recent 4-week average sales","Weekly predicted sales: 31,702. Main factors increasing the model prediction: promotion activity, number of open days, school holiday period. Main factors decreasing the model prediction: recent 12-week average sales, sales fifty-two weeks ago, recent 4-week average sales."
825,2015-06-22,Weekly,23908.05,"number of open days, week of year, school holiday period","promotion activity, recent 12-week average sales, sales fifty-two weeks ago","Weekly predicted sales: 23,908. Main factors increasing the model prediction: number of open days, week of year, school holiday period. Main factors decreasing the model prediction: promotion activity, recent 12-week average sales, sales fifty-two weeks ago."
825,2015-06-29,Weekly,33768.26,"promotion activity, month-start timing, number of open days","recent 12-week average sales, sales fifty-two weeks ago, recent 4-week average sales","Weekly predicted sales: 33,768. Main factors increasing the model prediction: promotion activity, month-start timing, number of open days. Main factors decreasing the model prediction: recent 12-week average sales, sales fifty-two weeks ago, recent 4-week average sales."
825,2015-07-06,Weekly,23882.18,"number of open days, week of year, school holiday period","promotion activity, recent 12-week average sales, sales fifty-two weeks ago","Weekly predicted sales: 23,882. Main factors increasing the model prediction: number of open days, week of year, school holiday period. Main factors decreasing the model prediction: promotion activity, recent 12-week average sales, sales fifty-two weeks ago."
825,2015-07-13,Weekly,34100.66,"promotion activity, number of open days, school holiday period","recent 12-week average sales, sales fifty-two weeks ago, recent 4-week average sales","Weekly predicted sales: 34,101. Main factors increasing the model prediction: promotion activity, number of open days, school holiday period. Main factors decreasing the model prediction: recent 12-week average sales, sales fifty-two weeks ago, recent 4-week average sales."
825,2015-07-20,Weekly,23936.92,"number of open days, school holiday period, recent 12-week sales variability","promotion activity, recent 12-week average sales, sales fifty-two weeks ago","Weekly predicted sales: 23,937. Main factors increasing the model prediction: number of open days, school holiday period, recent 12-week sales variability. Main factors decreasing the model prediction: promotion activity, recent 12-week average sales, sales fifty-two weeks ago."
825,2015-07-27,Weekly,33406.24,"promotion activity, month-end timing, time progression","recent 12-week average sales, sales fifty-two weeks ago, recent 4-week average sales","Weekly predicted sales: 33,406. Main factors increasing the model prediction: promotion activity, month-end timing, time progression. Main factors decreasing the model prediction: recent 12-week average sales, sales fifty-two weeks ago, recent 4-week average sales."
826,2015-05-04,Weekly,61489.04,"promotion activity, sales fifty-two weeks ago, recent 12-week average sales","sales two periods ago, time since previous promotion, calendar year","Weekly predicted sales: 61,489. Main factors increasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 12-week average sales. Main factors decreasing the model prediction: sales two periods ago, time since previous promotion, calendar year."
826,2015-05-11,Weekly,41782.99,"recent 12-week average sales, recent 8-week weighted sales trend, recent 4-week average sales","promotion activity, number of open days, week of year","Weekly predicted sales: 41,783. Main factors increasing the model prediction: recent 12-week average sales, recent 8-week weighted sales trend, recent 4-week average sales. Main factors decreasing the model prediction: promotion activity, number of open days, week of year."
826,2015-05-18,Weekly,58452.34,"promotion activity, recent 12-week average sales, sales fifty-two weeks ago","week of year, calendar year, month-start timing","Weekly predicted sales: 58,452. Main factors increasing the model prediction: promotion activity, recent 12-week average sales, sales fifty-two weeks ago. Main factors decreasing the model prediction: week of year, calendar year, month-start timing."
826,2015-05-25,Weekly,40767.54,"recent 12-week average sales, recent 8-week weighted sales trend, recent 4-week average sales","promotion activity, number of open days, sales fifty-two weeks ago","Weekly predicted sales: 40,768. Main factors increasing the model prediction: recent 12-week average sales, recent 8-week weighted sales trend, recent 4-week average sales. Main factors decreasing the model prediction: promotion activity, number of open days, sales fifty-two weeks ago."
826,2015-06-01,Weekly,60142.97,"promotion activity, recent 12-week average sales, sales fifty-two weeks ago","number of open days, state holiday period, calendar year","Weekly predicted sales: 60,143. Main factors increasing the model prediction: promotion activity, recent 12-week average sales, sales fifty-two weeks ago. Main factors decreasing the model prediction: number of open days, state holiday period, calendar year."
826,2015-06-08,Weekly,44336.02,"recent 12-week average sales, recent 8-week weighted sales trend, recent 4-week average sales","promotion activity, sales fifty-two weeks ago, time since previous promotion","Weekly predicted sales: 44,336. Main factors increasing the model prediction: recent 12-week average sales, recent 8-week weighted sales trend, recent 4-week average sales. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, time since previous promotion."
826,2015-06-15,Weekly,60975.16,"promotion activity, recent 12-week average sales, sales fifty-two weeks ago","calendar year, recent 4-week sales variability, month-start timing","Weekly predicted sales: 60,975. Main factors increasing the model prediction: promotion activity, recent 12-week average sales, sales fifty-two weeks ago. Main factors decreasing the model prediction: calendar year, recent 4-week sales variability, month-start timing."
826,2015-06-22,Weekly,45969.09,"recent 12-week average sales, recent 8-week weighted sales trend, recent 4-week average sales","promotion activity, sales fifty-two weeks ago, time since previous promotion","Weekly predicted sales: 45,969. Main factors increasing the model prediction: recent 12-week average sales, recent 8-week weighted sales trend, recent 4-week average sales. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, time since previous promotion."
826,2015-06-29,Weekly,62754.47,"promotion activity, sales fifty-two weeks ago, recent 12-week average sales","school holiday period, calendar year, recent 4-week sales variability","Weekly predicted sales: 62,754. Main factors increasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 12-week average sales. Main factors decreasing the model prediction: school holiday period, calendar year, recent 4-week sales variability."
826,2015-07-06,Weekly,45998.73,"recent 12-week average sales, recent 8-week weighted sales trend, recent 4-week average sales","promotion activity, school holiday period, sales fifty-two weeks ago","Weekly predicted sales: 45,999. Main factors increasing the model prediction: recent 12-week average sales, recent 8-week weighted sales trend, recent 4-week average sales. Main factors decreasing the model prediction: promotion activity, school holiday period, sales fifty-two weeks ago."
826,2015-07-13,Weekly,59247.16,"promotion activity, recent 12-week average sales, sales fifty-two weeks ago","school holiday period, week of year, calendar year","Weekly predicted sales: 59,247. Main factors increasing the model prediction: promotion activity, recent 12-week average sales, sales fifty-two weeks ago. Main factors decreasing the model prediction: school holiday period, week of year, calendar year."
826,2015-07-20,Weekly,43988.21,"recent 12-week average sales, recent 8-week weighted sales trend, recent 4-week average sales","promotion activity, school holiday period, sales fifty-two weeks ago","Weekly predicted sales: 43,988. Main factors increasing the model prediction: recent 12-week average sales, recent 8-week weighted sales trend, recent 4-week average sales. Main factors decreasing the model prediction: promotion activity, school holiday period, sales fifty-two weeks ago."
826,2015-07-27,Weekly,56102.3,"promotion activity, recent 12-week average sales, sales fifty-two weeks ago","weekend days, school holiday period, number of open days","Weekly predicted sales: 56,102. Main factors increasing the model prediction: promotion activity, recent 12-week average sales, sales fifty-two weeks ago. Main factors decreasing the model prediction: weekend days, school holiday period, number of open days."
827,2015-05-04,Weekly,98157.04,"sales fifty-two weeks ago, recent 12-week average sales, recent 8-week weighted sales trend","recent 4-week sales variability, calendar year, month-start timing","Weekly predicted sales: 98,157. Main factors increasing the model prediction: sales fifty-two weeks ago, recent 12-week average sales, recent 8-week weighted sales trend. Main factors decreasing the model prediction: recent 4-week sales variability, calendar year, month-start timing."
827,2015-05-11,Weekly,69035.44,"recent 12-week average sales, sales fifty-two weeks ago, recent 8-week weighted sales trend","promotion activity, number of open days, week of year","Weekly predicted sales: 69,035. Main factors increasing the model prediction: recent 12-week average sales, sales fifty-two weeks ago, recent 8-week weighted sales trend. Main factors decreasing the model prediction: promotion activity, number of open days, week of year."
827,2015-05-18,Weekly,95466.77,"sales fifty-two weeks ago, recent 12-week average sales, recent 8-week weighted sales trend","week of year, calendar year, month-start timing","Weekly predicted sales: 95,467. Main factors increasing the model prediction: sales fifty-two weeks ago, recent 12-week average sales, recent 8-week weighted sales trend. Main factors decreasing the model prediction: week of year, calendar year, month-start timing."
827,2015-05-25,Weekly,73984.2,"sales fifty-two weeks ago, recent 12-week average sales, recent 8-week weighted sales trend","promotion activity, number of open days, time progression","Weekly predicted sales: 73,984. Main factors increasing the model prediction: sales fifty-two weeks ago, recent 12-week average sales, recent 8-week weighted sales trend. Main factors decreasing the model prediction: promotion activity, number of open days, time progression."
827,2015-06-01,Weekly,105570.23,"sales fifty-two weeks ago, recent 12-week average sales, recent 8-week weighted sales trend","calendar year, distance to nearest competitor, month-end timing","Weekly predicted sales: 105,570. Main factors increasing the model prediction: sales fifty-two weeks ago, recent 12-week average sales, recent 8-week weighted sales trend. Main factors decreasing the model prediction: calendar year, distance to nearest competitor, month-end timing."
827,2015-06-08,Weekly,75692.65,"sales fifty-two weeks ago, recent 12-week average sales, recent 8-week weighted sales trend","promotion activity, time progression, month-start timing","Weekly predicted sales: 75,693. Main factors increasing the model prediction: sales fifty-two weeks ago, recent 12-week average sales, recent 8-week weighted sales trend. Main factors decreasing the model prediction: promotion activity, time progression, month-start timing."
827,2015-06-15,Weekly,100333.98,"sales fifty-two weeks ago, recent 12-week average sales, recent 8-week weighted sales trend","calendar year, month-start timing, week of year","Weekly predicted sales: 100,334. Main factors increasing the model prediction: sales fifty-two weeks ago, recent 12-week average sales, recent 8-week weighted sales trend. Main factors decreasing the model prediction: calendar year, month-start timing, week of year."
827,2015-06-22,Weekly,76706.89,"sales fifty-two weeks ago, recent 12-week average sales, recent 8-week weighted sales trend","promotion activity, time progression, calendar year","Weekly predicted sales: 76,707. Main factors increasing the model prediction: sales fifty-two weeks ago, recent 12-week average sales, recent 8-week weighted sales trend. Main factors decreasing the model prediction: promotion activity, time progression, calendar year."
